sorting;case_id;activity;resource;TimeStart;TimeEnd;Cost
7622;476;S7: Put population in a safe place;SDIS 41;19/06/1986 17:20;20/06/1986 17:20;10 000,00 €
7623;476;S10: ad-Hoc taking care;ONG;20/06/1986 17:50;25/06/1986 17:50;2 500,00 €
7624;476;S8: Accomadation Plan ;Prefect;25/06/1986 18:20;27/06/1986 20:20;2 500,00 €
7625;476;S12: Food Resupplying;Mayor;27/06/1986 20:50;30/06/1986 20:50;5 000,00 €
7626;476;S13: Psychological care;CUMP Blois;30/06/1986 21:20;04/07/1986 21:20;4 500,00 €
7627;476;S14: SecureBuilding;Ville Blois;04/07/1986 21:50;05/07/1986 21:50;3 000,00 €
7628;476;S15: ManagingPollution;DREAL;05/07/1986 22:20;08/07/1986 22:20;5 000,00 €
7629;476;S16: MonitoringHealth;ARS;08/07/1986 22:50;09/07/1986 06:50;10 000,00 €
7630;476;S18: CleaningRepairing;ARS;09/07/1986 07:20;12/07/1986 07:20;3 000,00 €
7631;476;S17: RecoveringNetworks;AGGLOPOLYS;12/07/1986 07:50;12/07/1986 13:50;1 000,00 €
7632;476;S19 : AdminsitrativeSupport;Mayor;12/07/1986 14:20;15/07/1986 09:00;1 200,00 €
7633;477;S2: Notify mayors;Prefect;15/07/1986 09:30;15/07/1986 10:30;10,00 €
7634;477;S1: Second Roll Call;Prefect;15/07/1986 11:00;15/07/1986 11:30;10,00 €
7635;477;S3: Alert population;Mayor;15/07/1986 12:00;15/07/1986 15:00;50,00 €
7636;477;S5: Stop Traffic;DDT 41;15/07/1986 15:30;15/07/1986 21:30;6 000,00 €
7637;477;S6: Detour setting;DDT 41;15/07/1986 22:00;16/07/1986 01:00;4 000,00 €
7638;477;S7: Put population in a safe place;SDIS 41;16/07/1986 01:30;17/07/1986 01:30;10 000,00 €
7639;477;S9: Ad-Hoc Accomodation;Mayor;17/07/1986 02:00;17/07/1986 06:00;3 000,00 €
7640;477;S4: White Plan;Prefect;17/07/1986 06:30;19/07/1986 06:30;2 000,00 €
7641;477;S12: Food Resupplying;Mayor;19/07/1986 07:00;22/07/1986 07:00;5 000,00 €
7642;477;S13: Psychological care;CUMP Blois;22/07/1986 07:30;26/07/1986 07:30;4 500,00 €
7643;477;S14: SecureBuilding;Ville Blois;26/07/1986 08:00;27/07/1986 08:00;3 000,00 €
7644;477;S15: ManagingPollution;DREAL;27/07/1986 08:30;30/07/1986 08:30;5 000,00 €
7645;477;S16: MonitoringHealth;ARS;30/07/1986 09:00;30/07/1986 17:00;10 000,00 €
7646;477;S18: CleaningRepairing;ARS;30/07/1986 17:30;02/08/1986 17:30;3 000,00 €
7647;477;S17: RecoveringNetworks;AGGLOPOLYS;02/08/1986 18:00;03/08/1986 00:00;1 000,00 €
7648;477;S19 : AdminsitrativeSupport;Mayor;03/08/1986 00:30;05/08/1986 19:10;1 200,00 €
7649;478;S2: Notify mayors;Prefect;05/08/1986 19:40;05/08/1986 20:40;10,00 €
7650;478;S3: Alert population;Mayor;05/08/1986 21:10;06/08/1986 00:10;50,00 €
7651;478;S1: Second Roll Call;Prefect;06/08/1986 00:40;06/08/1986 01:10;10,00 €
7652;478;S5: Stop Traffic;DDT 41;06/08/1986 01:40;06/08/1986 07:40;6 000,00 €
7653;478;S6: Detour setting;DDT 41;06/08/1986 08:10;06/08/1986 11:10;4 000,00 €
7654;478;S7: Put population in a safe place;SDIS 41;06/08/1986 11:40;07/08/1986 11:40;10 000,00 €
7655;478;S8: Accomadation Plan ;Prefect;07/08/1986 12:10;09/08/1986 14:10;2 500,00 €
7656;478;S11: NOVI Plan;Prefect;09/08/1986 14:40;13/08/1986 14:40;3 000,00 €
7657;478;S12: Food Resupplying;Mayor;13/08/1986 15:10;16/08/1986 15:10;5 000,00 €
7658;478;S13: Psychological care;CUMP Blois;16/08/1986 15:40;20/08/1986 15:40;4 500,00 €
7659;478;S15: ManagingPollution;DREAL;20/08/1986 16:10;23/08/1986 16:10;5 000,00 €
7660;478;S14: SecureBuilding;Ville Blois;23/08/1986 16:40;24/08/1986 16:40;3 000,00 €
7661;478;S16: MonitoringHealth;ARS;24/08/1986 17:10;25/08/1986 01:10;10 000,00 €
7662;478;S18: CleaningRepairing;ARS;25/08/1986 01:40;28/08/1986 01:40;3 000,00 €
7663;478;S17: RecoveringNetworks;AGGLOPOLYS;28/08/1986 02:10;28/08/1986 08:10;1 000,00 €
7664;478;S19 : AdminsitrativeSupport;Mayor;28/08/1986 08:40;31/08/1986 03:20;1 200,00 €
7665;479;S2: Notify mayors;Prefect;31/08/1986 03:50;31/08/1986 04:50;10,00 €
7666;479;S1: Second Roll Call;Prefect;31/08/1986 05:20;31/08/1986 05:50;10,00 €
7667;479;S3: Alert population;Mayor;31/08/1986 06:20;31/08/1986 09:20;50,00 €
7668;479;S5: Stop Traffic;DDT 41;31/08/1986 09:50;31/08/1986 15:50;6 000,00 €
7669;479;S6: Detour setting;DDT 41;31/08/1986 16:20;31/08/1986 19:20;4 000,00 €
7670;479;S7: Put population in a safe place;SDIS 41;31/08/1986 19:50;01/09/1986 19:50;10 000,00 €
7671;479;S8: Accomadation Plan ;Prefect;01/09/1986 20:20;03/09/1986 22:20;2 500,00 €
7672;479;S10: ad-Hoc taking care;ONG;03/09/1986 22:50;08/09/1986 22:50;2 500,00 €
7673;479;S12: Food Resupplying;Mayor;08/09/1986 23:20;11/09/1986 23:20;5 000,00 €
7674;479;S13: Psychological care;CUMP Blois;11/09/1986 23:50;15/09/1986 23:50;4 500,00 €
7675;479;S14: SecureBuilding;Ville Blois;16/09/1986 00:20;17/09/1986 00:20;3 000,00 €
7676;479;S15: ManagingPollution;DREAL;17/09/1986 00:50;20/09/1986 00:50;5 000,00 €
7677;479;S16: MonitoringHealth;ARS;20/09/1986 01:20;20/09/1986 09:20;10 000,00 €
7678;479;S18: CleaningRepairing;ARS;20/09/1986 09:50;23/09/1986 09:50;3 000,00 €
7679;479;S17: RecoveringNetworks;AGGLOPOLYS;23/09/1986 10:20;23/09/1986 16:20;1 000,00 €
7680;479;S19 : AdminsitrativeSupport;Mayor;23/09/1986 16:50;26/09/1986 11:30;1 200,00 €
7681;480;S2: Notify mayors;Prefect;26/09/1986 12:00;26/09/1986 13:00;10,00 €
7682;480;S3: Alert population;Mayor;26/09/1986 13:30;26/09/1986 16:30;50,00 €
7683;480;S1: Second Roll Call;Prefect;26/09/1986 17:00;26/09/1986 17:30;10,00 €
7684;480;S5: Stop Traffic;DDT 41;26/09/1986 18:00;27/09/1986 00:00;6 000,00 €
7685;480;S6: Detour setting;DDT 41;27/09/1986 00:30;27/09/1986 03:30;4 000,00 €
7686;480;S7: Put population in a safe place;SDIS 41;27/09/1986 04:00;28/09/1986 04:00;10 000,00 €
7687;480;S9: Ad-Hoc Accomodation;Mayor;28/09/1986 04:30;28/09/1986 08:30;3 000,00 €
7688;480;S11: NOVI Plan;Prefect;28/09/1986 09:00;02/10/1986 09:00;3 000,00 €
7689;480;S12: Food Resupplying;Mayor;02/10/1986 09:30;05/10/1986 09:30;5 000,00 €
7690;480;S13: Psychological care;CUMP Blois;05/10/1986 10:00;09/10/1986 10:00;4 500,00 €
7691;480;S15: ManagingPollution;DREAL;09/10/1986 10:30;12/10/1986 10:30;5 000,00 €
7692;480;S14: SecureBuilding;Ville Blois;12/10/1986 11:00;13/10/1986 11:00;3 000,00 €
7693;480;S16: MonitoringHealth;ARS;13/10/1986 11:30;13/10/1986 19:30;10 000,00 €
7694;480;S17: RecoveringNetworks;AGGLOPOLYS;13/10/1986 20:00;14/10/1986 02:00;1 000,00 €
7695;480;S18: CleaningRepairing;ARS;14/10/1986 02:30;17/10/1986 02:30;3 000,00 €
7696;480;S19 : AdminsitrativeSupport;Mayor;17/10/1986 03:00;19/10/1986 21:40;1 200,00 €
7697;481;S2: Notify mayors;Prefect;19/10/1986 22:10;19/10/1986 23:10;10,00 €
7698;481;S1: Second Roll Call;Prefect;19/10/1986 23:40;20/10/1986 00:10;10,00 €
7699;481;S3: Alert population;Mayor;20/10/1986 00:40;20/10/1986 03:40;50,00 €
7700;481;S5: Stop Traffic;DDT 41;20/10/1986 04:10;20/10/1986 10:10;6 000,00 €
7701;481;S6: Detour setting;DDT 41;20/10/1986 10:40;20/10/1986 13:40;4 000,00 €
7702;481;S7: Put population in a safe place;SDIS 41;20/10/1986 14:10;21/10/1986 14:10;10 000,00 €
7703;481;S9: Ad-Hoc Accomodation;Mayor;21/10/1986 14:40;21/10/1986 18:40;3 000,00 €
7704;481;S10: ad-Hoc taking care;ONG;21/10/1986 19:10;26/10/1986 19:10;2 500,00 €
7705;481;S12: Food Resupplying;Mayor;26/10/1986 19:40;29/10/1986 19:40;5 000,00 €
7706;481;S13: Psychological care;CUMP Blois;29/10/1986 20:10;02/11/1986 20:10;4 500,00 €
7707;481;S14: SecureBuilding;Ville Blois;02/11/1986 20:40;03/11/1986 20:40;3 000,00 €
7708;481;S15: ManagingPollution;DREAL;03/11/1986 21:10;06/11/1986 21:10;5 000,00 €
7709;481;S16: MonitoringHealth;ARS;06/11/1986 21:40;07/11/1986 05:40;10 000,00 €
7710;481;S17: RecoveringNetworks;AGGLOPOLYS;07/11/1986 06:10;07/11/1986 12:10;1 000,00 €
7711;481;S18: CleaningRepairing;ARS;07/11/1986 12:40;10/11/1986 12:40;3 000,00 €
7712;481;S19 : AdminsitrativeSupport;Mayor;10/11/1986 13:10;13/11/1986 07:50;1 200,00 €
7713;482;S2: Notify mayors;Prefect;13/11/1986 08:20;13/11/1986 09:20;10,00 €
7714;482;S1: Second Roll Call;Prefect;13/11/1986 09:50;13/11/1986 10:20;10,00 €
7715;482;S3: Alert population;Mayor;13/11/1986 10:50;13/11/1986 13:50;50,00 €
7716;482;S5: Stop Traffic;DDT 41;13/11/1986 14:20;13/11/1986 20:20;6 000,00 €
7717;482;S6: Detour setting;DDT 41;13/11/1986 20:50;13/11/1986 23:50;4 000,00 €
7718;482;S7: Put population in a safe place;SDIS 41;14/11/1986 00:20;15/11/1986 00:20;10 000,00 €
7719;482;S10: ad-Hoc taking care;ONG;15/11/1986 00:50;20/11/1986 00:50;2 500,00 €
7720;482;S9: Ad-Hoc Accomodation;Mayor;20/11/1986 01:20;20/11/1986 05:20;3 000,00 €
7721;482;S12: Food Resupplying;Mayor;20/11/1986 05:50;23/11/1986 05:50;5 000,00 €
7722;482;S13: Psychological care;CUMP Blois;23/11/1986 06:20;27/11/1986 06:20;4 500,00 €
7723;482;S14: SecureBuilding;Ville Blois;27/11/1986 06:50;28/11/1986 06:50;3 000,00 €
7724;482;S15: ManagingPollution;DREAL;28/11/1986 07:20;01/12/1986 07:20;5 000,00 €
7725;482;S16: MonitoringHealth;ARS;01/12/1986 07:50;01/12/1986 15:50;10 000,00 €
7726;482;S17: RecoveringNetworks;AGGLOPOLYS;01/12/1986 16:20;01/12/1986 22:20;1 000,00 €
7727;482;S18: CleaningRepairing;ARS;01/12/1986 22:50;04/12/1986 22:50;3 000,00 €
7728;482;S19 : AdminsitrativeSupport;Mayor;04/12/1986 23:20;07/12/1986 18:00;1 200,00 €
7729;483;S2: Notify mayors;Prefect;07/12/1986 18:30;07/12/1986 19:30;10,00 €
7730;483;S3: Alert population;Mayor;07/12/1986 20:00;07/12/1986 23:00;50,00 €
7731;483;S1: Second Roll Call;Prefect;07/12/1986 23:30;08/12/1986 00:00;10,00 €
7732;483;S5: Stop Traffic;DDT 41;08/12/1986 00:30;08/12/1986 06:30;6 000,00 €
7733;483;S6: Detour setting;DDT 41;08/12/1986 07:00;08/12/1986 10:00;4 000,00 €
7734;483;S7: Put population in a safe place;SDIS 41;08/12/1986 10:30;09/12/1986 10:30;10 000,00 €
7735;483;S9: Ad-Hoc Accomodation;Mayor;09/12/1986 11:00;09/12/1986 15:00;3 000,00 €
7736;483;S10: ad-Hoc taking care;Volunteer;09/12/1986 15:30;14/12/1986 15:30;2 500,00 €
7737;483;S12: Food Resupplying;Mayor;14/12/1986 16:00;17/12/1986 16:00;5 000,00 €
7738;483;S13: Psychological care;CUMP Blois;17/12/1986 16:30;21/12/1986 16:30;4 500,00 €
7739;483;S14: SecureBuilding;Ville Blois;21/12/1986 17:00;22/12/1986 17:00;3 000,00 €
7740;483;S15: ManagingPollution;DREAL;22/12/1986 17:30;25/12/1986 17:30;5 000,00 €
7741;483;S16: MonitoringHealth;ARS;25/12/1986 18:00;26/12/1986 02:00;10 000,00 €
7742;483;S17: RecoveringNetworks;AGGLOPOLYS;26/12/1986 02:30;26/12/1986 08:30;1 000,00 €
7743;483;S18: CleaningRepairing;ARS;26/12/1986 09:00;29/12/1986 09:00;3 000,00 €
7744;483;S19 : AdminsitrativeSupport;Mayor;29/12/1986 09:30;01/01/1987 04:10;1 200,00 €
7745;484;S2: Notify mayors;Prefect;01/01/1987 04:40;01/01/1987 05:40;10,00 €
7746;484;S1: Second Roll Call;Prefect;01/01/1987 06:10;01/01/1987 06:40;10,00 €
7747;484;S3: Alert population;Mayor;01/01/1987 07:10;01/01/1987 10:10;50,00 €
7748;484;S5: Stop Traffic;DDT 41;01/01/1987 10:40;01/01/1987 16:40;6 000,00 €
7749;484;S6: Detour setting;DDT 41;01/01/1987 17:10;01/01/1987 20:10;4 000,00 €
7750;484;S7: Put population in a safe place;SDIS 41;01/01/1987 20:40;02/01/1987 20:40;10 000,00 €
7751;484;S9: Ad-Hoc Accomodation;Mayor;02/01/1987 21:10;03/01/1987 01:10;3 000,00 €
7752;484;S11: NOVI Plan;Prefect;03/01/1987 01:40;07/01/1987 01:40;3 000,00 €
7753;484;S12: Food Resupplying;Mayor;07/01/1987 02:10;10/01/1987 02:10;5 000,00 €
7754;484;S13: Psychological care;CUMP Blois;10/01/1987 02:40;14/01/1987 02:40;4 500,00 €
7755;484;S15: ManagingPollution;DREAL;14/01/1987 03:10;17/01/1987 03:10;5 000,00 €
7756;484;S14: SecureBuilding;Ville Blois;17/01/1987 03:40;18/01/1987 03:40;3 000,00 €
7757;484;S16: MonitoringHealth;ARS;18/01/1987 04:10;18/01/1987 12:10;10 000,00 €
7758;484;S17: RecoveringNetworks;AGGLOPOLYS;18/01/1987 12:40;18/01/1987 18:40;1 000,00 €
7759;484;S18: CleaningRepairing;ARS;18/01/1987 19:10;21/01/1987 19:10;3 000,00 €
7760;484;S19 : AdminsitrativeSupport;Mayor;21/01/1987 19:40;24/01/1987 14:20;1 200,00 €
7761;485;S2: Notify mayors;Prefect;24/01/1987 14:50;24/01/1987 15:50;10,00 €
7762;485;S1: Second Roll Call;Prefect;24/01/1987 16:20;24/01/1987 16:50;10,00 €
7763;485;S3: Alert population;Mayor;24/01/1987 17:20;24/01/1987 20:20;50,00 €
7764;485;S5: Stop Traffic;DDT 41;24/01/1987 20:50;25/01/1987 02:50;6 000,00 €
7765;485;S6: Detour setting;DDT 41;25/01/1987 03:20;25/01/1987 06:20;4 000,00 €
7766;485;S7: Put population in a safe place;SDIS 41;25/01/1987 06:50;26/01/1987 06:50;10 000,00 €
7767;485;S8: Accomadation Plan ;Prefect;26/01/1987 07:20;28/01/1987 09:20;2 500,00 €
7768;485;S10: ad-Hoc taking care;ONG;28/01/1987 09:50;02/02/1987 09:50;2 500,00 €
7769;485;S12: Food Resupplying;Mayor;02/02/1987 10:20;05/02/1987 10:20;5 000,00 €
7770;485;S13: Psychological care;CUMP Blois;05/02/1987 10:50;09/02/1987 10:50;4 500,00 €
7771;485;S14: SecureBuilding;Ville Blois;09/02/1987 11:20;10/02/1987 11:20;3 000,00 €
7772;485;S15: ManagingPollution;DREAL;10/02/1987 11:50;13/02/1987 11:50;5 000,00 €
7773;485;S16: MonitoringHealth;ARS;13/02/1987 12:20;13/02/1987 20:20;10 000,00 €
7774;485;S17: RecoveringNetworks;AGGLOPOLYS;13/02/1987 20:50;14/02/1987 02:50;1 000,00 €
7775;485;S18: CleaningRepairing;ARS;14/02/1987 03:20;17/02/1987 03:20;3 000,00 €
7776;485;S19 : AdminsitrativeSupport;Mayor;17/02/1987 03:50;19/02/1987 22:30;1 200,00 €
7777;486;S2: Notify mayors;Prefect;19/02/1987 23:00;20/02/1987 00:00;10,00 €
7778;486;S3: Alert population;Mayor;20/02/1987 00:30;20/02/1987 03:30;50,00 €
7779;486;S1: Second Roll Call;Prefect;20/02/1987 04:00;20/02/1987 04:30;10,00 €
7780;486;S5: Stop Traffic;DDT 41;20/02/1987 05:00;20/02/1987 11:00;6 000,00 €
7781;486;S6: Detour setting;DDT 41;20/02/1987 11:30;20/02/1987 14:30;4 000,00 €
7782;486;S7: Put population in a safe place;SDIS 41;20/02/1987 15:00;21/02/1987 15:00;10 000,00 €
7783;486;S9: Ad-Hoc Accomodation;Mayor;21/02/1987 15:30;21/02/1987 19:30;3 000,00 €
7784;486;S4: White Plan;Prefect;21/02/1987 20:00;23/02/1987 20:00;2 000,00 €
7785;486;S12: Food Resupplying;Mayor;23/02/1987 20:30;26/02/1987 20:30;5 000,00 €
7786;486;S13: Psychological care;CUMP Blois;26/02/1987 21:00;02/03/1987 21:00;4 500,00 €
7787;486;S14: SecureBuilding;Ville Blois;02/03/1987 21:30;03/03/1987 21:30;3 000,00 €
7788;486;S15: ManagingPollution;DREAL;03/03/1987 22:00;06/03/1987 22:00;5 000,00 €
7789;486;S16: MonitoringHealth;ARS;06/03/1987 22:30;07/03/1987 06:30;10 000,00 €
7790;486;S17: RecoveringNetworks;AGGLOPOLYS;07/03/1987 07:00;07/03/1987 13:00;1 000,00 €
7791;486;S18: CleaningRepairing;ARS;07/03/1987 13:30;10/03/1987 13:30;3 000,00 €
7792;486;S19 : AdminsitrativeSupport;Mayor;10/03/1987 14:00;13/03/1987 08:40;1 200,00 €
7793;487;S2: Notify mayors;Prefect;13/03/1987 09:10;13/03/1987 10:10;10,00 €
7794;487;S1: Second Roll Call;Prefect;13/03/1987 10:40;13/03/1987 11:10;10,00 €
7795;487;S3: Alert population;Mayor;13/03/1987 11:40;13/03/1987 14:40;50,00 €
7796;487;S5: Stop Traffic;DDT 41;13/03/1987 15:10;13/03/1987 21:10;6 000,00 €
7797;487;S6: Detour setting;DDT 41;13/03/1987 21:40;14/03/1987 00:40;4 000,00 €
7798;487;S7: Put population in a safe place;SDIS 41;14/03/1987 01:10;15/03/1987 01:10;10 000,00 €
7799;487;S8: Accomadation Plan ;Prefect;15/03/1987 01:40;17/03/1987 03:40;2 500,00 €
7800;487;S11: NOVI Plan;Prefect;17/03/1987 04:10;21/03/1987 04:10;3 000,00 €
7801;487;S12: Food Resupplying;Mayor;21/03/1987 04:40;24/03/1987 04:40;5 000,00 €
7802;487;S13: Psychological care;CUMP Blois;24/03/1987 05:10;28/03/1987 05:10;4 500,00 €
7803;487;S15: ManagingPollution;DREAL;28/03/1987 05:40;31/03/1987 05:40;5 000,00 €
7804;487;S14: SecureBuilding;Ville Blois;31/03/1987 06:10;01/04/1987 06:10;3 000,00 €
7805;487;S16: MonitoringHealth;ARS;01/04/1987 06:40;01/04/1987 14:40;10 000,00 €
7806;487;S17: RecoveringNetworks;AGGLOPOLYS;01/04/1987 15:10;01/04/1987 21:10;1 000,00 €
7807;487;S18: CleaningRepairing;ARS;01/04/1987 21:40;04/04/1987 21:40;3 000,00 €
7808;487;S19 : AdminsitrativeSupport;Mayor;04/04/1987 22:10;07/04/1987 16:50;1 200,00 €
7809;488;S2: Notify mayors;Prefect;07/04/1987 17:20;07/04/1987 18:20;10,00 €
7810;488;S1: Second Roll Call;Prefect;07/04/1987 18:50;07/04/1987 19:20;10,00 €
7811;488;S3: Alert population;Mayor;07/04/1987 19:50;07/04/1987 22:50;50,00 €
7812;488;S5: Stop Traffic;DDT 41;07/04/1987 23:20;08/04/1987 05:20;6 000,00 €
7813;488;S6: Detour setting;DDT 41;08/04/1987 05:50;08/04/1987 08:50;4 000,00 €
7814;488;S7: Put population in a safe place;SDIS 41;08/04/1987 09:20;09/04/1987 09:20;10 000,00 €
7815;488;S11: NOVI Plan;Prefect;09/04/1987 09:50;13/04/1987 09:50;3 000,00 €
7816;488;S9: Ad-Hoc Accomodation;Mayor;13/04/1987 10:20;13/04/1987 14:20;3 000,00 €
7817;488;S12: Food Resupplying;Mayor;13/04/1987 14:50;16/04/1987 14:50;5 000,00 €
7818;488;S13: Psychological care;CUMP Blois;16/04/1987 15:20;20/04/1987 15:20;4 500,00 €
7819;488;S14: SecureBuilding;Ville Blois;20/04/1987 15:50;21/04/1987 15:50;3 000,00 €
7820;488;S15: ManagingPollution;DREAL;21/04/1987 16:20;24/04/1987 16:20;5 000,00 €
7821;488;S16: MonitoringHealth;ARS;24/04/1987 16:50;25/04/1987 00:50;10 000,00 €
7822;488;S17: RecoveringNetworks;AGGLOPOLYS;25/04/1987 01:20;25/04/1987 07:20;1 000,00 €
7823;488;S18: CleaningRepairing;ARS;25/04/1987 07:50;28/04/1987 07:50;3 000,00 €
7824;488;S19 : AdminsitrativeSupport;Mayor;28/04/1987 08:20;01/05/1987 03:00;1 200,00 €
7825;489;S2: Notify mayors;Prefect;01/05/1987 03:30;01/05/1987 04:30;10,00 €
7826;489;S3: Alert population;Mayor;01/05/1987 05:00;01/05/1987 08:00;50,00 €
7827;489;S1: Second Roll Call;Prefect;01/05/1987 08:30;01/05/1987 09:00;10,00 €
7828;489;S5: Stop Traffic;DDT 41;01/05/1987 09:30;01/05/1987 15:30;6 000,00 €
7829;489;S6: Detour setting;DDT 41;01/05/1987 16:00;01/05/1987 19:00;4 000,00 €
7830;489;S7: Put population in a safe place;SDIS 41;01/05/1987 19:30;02/05/1987 19:30;10 000,00 €
7831;489;S9: Ad-Hoc Accomodation;Mayor;02/05/1987 20:00;03/05/1987 00:00;3 000,00 €
7832;489;S10: ad-Hoc taking care;ONG;03/05/1987 00:30;08/05/1987 00:30;2 500,00 €
7833;489;S12: Food Resupplying;Mayor;08/05/1987 01:00;11/05/1987 01:00;5 000,00 €
7834;489;S13: Psychological care;CUMP Blois;11/05/1987 01:30;15/05/1987 01:30;4 500,00 €
7835;489;S14: SecureBuilding;Ville Blois;15/05/1987 02:00;16/05/1987 02:00;3 000,00 €
7836;489;S15: ManagingPollution;DREAL;16/05/1987 02:30;19/05/1987 02:30;5 000,00 €
7837;489;S16: MonitoringHealth;ARS;19/05/1987 03:00;19/05/1987 11:00;10 000,00 €
7838;489;S17: RecoveringNetworks;AGGLOPOLYS;19/05/1987 11:30;19/05/1987 17:30;1 000,00 €
7839;489;S18: CleaningRepairing;ARS;19/05/1987 18:00;22/05/1987 18:00;3 000,00 €
7840;489;S19 : AdminsitrativeSupport;Mayor;22/05/1987 18:30;25/05/1987 13:10;1 200,00 €
7841;490;S2: Notify mayors;Prefect;25/05/1987 13:40;25/05/1987 14:40;10,00 €
7842;490;S3: Alert population;Mayor;25/05/1987 15:10;25/05/1987 18:10;50,00 €
7843;490;S1: Second Roll Call;Prefect;25/05/1987 18:40;25/05/1987 19:10;10,00 €
7844;490;S5: Stop Traffic;DDT 41;25/05/1987 19:40;26/05/1987 01:40;6 000,00 €
7845;490;S6: Detour setting;DDT 41;26/05/1987 02:10;26/05/1987 05:10;4 000,00 €
7846;490;S7: Put population in a safe place;SDIS 41;26/05/1987 05:40;27/05/1987 05:40;10 000,00 €
7847;490;S9: Ad-Hoc Accomodation;Mayor;27/05/1987 06:10;27/05/1987 10:10;3 000,00 €
7848;490;S4: White Plan;Prefect;27/05/1987 10:40;29/05/1987 10:40;2 000,00 €
7849;490;S12: Food Resupplying;Mayor;29/05/1987 11:10;01/06/1987 11:10;5 000,00 €
7850;490;S13: Psychological care;CUMP Blois;01/06/1987 11:40;05/06/1987 11:40;4 500,00 €
7851;490;S14: SecureBuilding;Ville Blois;05/06/1987 12:10;06/06/1987 12:10;3 000,00 €
7852;490;S15: ManagingPollution;DREAL;06/06/1987 12:40;09/06/1987 12:40;5 000,00 €
7853;490;S16: MonitoringHealth;ARS;09/06/1987 13:10;09/06/1987 21:10;10 000,00 €
7854;490;S18: CleaningRepairing;ARS;09/06/1987 21:40;12/06/1987 21:40;3 000,00 €
7855;490;S17: RecoveringNetworks;AGGLOPOLYS;12/06/1987 22:10;13/06/1987 04:10;1 000,00 €
7856;490;S19 : AdminsitrativeSupport;Mayor;13/06/1987 04:40;15/06/1987 23:20;1 200,00 €
7857;491;S2: Notify mayors;Prefect;15/06/1987 23:50;16/06/1987 00:50;10,00 €
7858;491;S1: Second Roll Call;Prefect;16/06/1987 01:20;16/06/1987 01:50;10,00 €
7859;491;S3: Alert population;Mayor;16/06/1987 02:20;16/06/1987 05:20;50,00 €
7860;491;S5: Stop Traffic;DDT 41;16/06/1987 05:50;16/06/1987 11:50;6 000,00 €
7861;491;S6: Detour setting;DDT 41;16/06/1987 12:20;16/06/1987 15:20;4 000,00 €
7862;491;S7: Put population in a safe place;SDIS 41;16/06/1987 15:50;17/06/1987 15:50;10 000,00 €
7863;491;S4: White Plan;Prefect;17/06/1987 16:20;19/06/1987 16:20;2 000,00 €
7864;491;S9: Ad-Hoc Accomodation;Mayor;19/06/1987 16:50;19/06/1987 20:50;3 000,00 €
7865;491;S12: Food Resupplying;Mayor;19/06/1987 21:20;22/06/1987 21:20;5 000,00 €
7866;491;S13: Psychological care;CUMP Blois;22/06/1987 21:50;26/06/1987 21:50;4 500,00 €
7867;491;S14: SecureBuilding;Ville Blois;26/06/1987 22:20;27/06/1987 22:20;3 000,00 €
7868;491;S15: ManagingPollution;DREAL;27/06/1987 22:50;30/06/1987 22:50;5 000,00 €
7869;491;S16: MonitoringHealth;ARS;30/06/1987 23:20;01/07/1987 07:20;10 000,00 €
7870;491;S17: RecoveringNetworks;AGGLOPOLYS;01/07/1987 07:50;01/07/1987 13:50;1 000,00 €
7871;491;S18: CleaningRepairing;ARS;01/07/1987 14:20;04/07/1987 14:20;3 000,00 €
7872;491;S19 : AdminsitrativeSupport;Mayor;04/07/1987 14:50;07/07/1987 09:30;1 200,00 €
7873;492;S2: Notify mayors;Prefect;07/07/1987 10:00;07/07/1987 11:00;10,00 €
7874;492;S3: Alert population;Mayor;07/07/1987 11:30;07/07/1987 14:30;50,00 €
7875;492;S1: Second Roll Call;Prefect;07/07/1987 15:00;07/07/1987 15:30;10,00 €
7876;492;S5: Stop Traffic;DDT 41;07/07/1987 16:00;07/07/1987 22:00;6 000,00 €
7877;492;S6: Detour setting;DDT 41;07/07/1987 22:30;08/07/1987 01:30;4 000,00 €
7878;492;S7: Put population in a safe place;SDIS 41;08/07/1987 02:00;09/07/1987 02:00;10 000,00 €
7879;492;S9: Ad-Hoc Accomodation;Mayor;09/07/1987 02:30;09/07/1987 06:30;3 000,00 €
7880;492;S4: White Plan;Prefect;09/07/1987 07:00;11/07/1987 07:00;2 000,00 €
7881;492;S12: Food Resupplying;Mayor;11/07/1987 07:30;14/07/1987 07:30;5 000,00 €
7882;492;S13: Psychological care;CUMP Blois;14/07/1987 08:00;18/07/1987 08:00;4 500,00 €
7883;492;S15: ManagingPollution;DREAL;18/07/1987 08:30;21/07/1987 08:30;5 000,00 €
7884;492;S14: SecureBuilding;Ville Blois;21/07/1987 09:00;22/07/1987 09:00;3 000,00 €
7885;492;S16: MonitoringHealth;ARS;22/07/1987 09:30;22/07/1987 17:30;10 000,00 €
7886;492;S17: RecoveringNetworks;AGGLOPOLYS;22/07/1987 18:00;23/07/1987 00:00;1 000,00 €
7887;492;S18: CleaningRepairing;ARS;23/07/1987 00:30;26/07/1987 00:30;3 000,00 €
7888;492;S19 : AdminsitrativeSupport;Mayor;26/07/1987 01:00;28/07/1987 19:40;1 200,00 €
7889;493;S2: Notify mayors;Prefect;28/07/1987 20:10;28/07/1987 21:10;10,00 €
7890;493;S1: Second Roll Call;Prefect;28/07/1987 21:40;28/07/1987 22:10;10,00 €
